City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
326,Le Port,-20.9373,55.2919,84.2,79,100,20.83,RE,light rain
327,Anchorage,61.2181,-149.9003,34.93,89,40,4.61,US,scattered clouds
328,Skjervoy,70.0311,20.9714,24.19,70,97,19.13,NO,overcast clouds
329,Sainte-Marie,-20.8968,55.5496,84.36,80,75,28.77,RE,broken clouds
330,Aykhal,66.0,111.5,12.42,87,100,14.99,RU,overcast clouds
331,Kerrville,30.0474,-99.1403,65.68,62,100,11.12,US,overcast clouds
332,Tilichiki,60.4667,166.1,-18.02,84,6,9.04,RU,clear sky
333,Carballo,43.213,-8.691,52.9,93,90,2.48,ES,overcast clouds
334,Gazanjyk,39.2446,55.5154,50.9,44,100,5.23,TM,overcast clouds
335,Nabire,-3.3667,135.4833,74.53,94,100,3.53,ID,overcast clouds
336,Haines Junction,60.7522,-137.5108,14.16,91,100,1.68,CA,overcast clouds
337,Arraias,-12.9288,-46.9437,68.23,93,100,3.31,BR,overcast clouds
338,Beziers,43.3476,3.219,54.88,58,75,13.8,FR,broken clouds
339,Carutapera,-1.195,-46.02,77.0,87,100,6.93,BR,overcast clouds
340,Safaga,26.7292,33.9365,61.3,53,9,10.69,EG,clear sky
341,Talcahuano,-36.7167,-73.1167,60.48,77,0,8.05,CL,clear sky
342,Myitkyina,25.3833,97.4,57.97,49,100,4.21,MM,overcast clouds
343,Zhangjiakou,40.81,114.8794,8.11,71,25,4.9,CN,scattered clouds
344,Khandyga,62.6667,135.6,-30.1,97,89,1.59,RU,overcast clouds
345,Garowe,8.4054,48.4845,66.18,83,64,6.89,SO,broken clouds
346,Dour,50.3958,3.7779,45.01,72,71,25.23,BE,broken clouds
347,Leningradskiy,69.3833,178.4167,-29.34,99,73,4.07,RU,broken clouds
348,Duldurga,50.6761,113.5931,-5.62,89,28,3.98,RU,scattered clouds
349,Anadyr,64.75,177.4833,-1.7,71,40,6.71,RU,light snow
350,Worthington,40.0931,-83.018,48.25,49,0,14.97,US,clear sky
351,Fernie,49.5,-115.0687,16.36,92,100,6.98,CA,overcast clouds
352,Alyangula,-13.8483,136.4192,87.35,64,11,1.88,AU,few clouds
353,Amahai,-3.3333,128.9167,79.29,85,100,5.82,ID,light rain
354,Solnechnyy,50.7214,136.6319,6.1,81,100,10.76,RU,overcast clouds
355,Upington,-28.4478,21.2561,73.44,24,0,7.61,ZA,clear sky
356,Geraldton,-28.7667,114.6,90.01,25,98,10.36,AU,overcast clouds
357,Cervo,43.6702,-7.4101,55.96,84,94,9.82,ES,overcast clouds
358,Oranjestad,12.524,-70.027,78.75,73,20,16.11,AW,few clouds
359,Vukovar,45.3433,18.9997,40.06,100,40,8.05,HR,fog
360,Kamenka,51.3223,42.7678,29.75,94,100,6.38,RU,overcast clouds
361,Pakxan,18.3778,103.6601,54.86,89,100,3.98,LA,overcast clouds
362,Shitanjing,39.2342,106.3439,18.73,30,0,11.32,CN,clear sky
363,Rio Grande,-32.035,-52.0986,75.47,82,100,11.99,BR,overcast clouds
364,Caluquembe,-13.7833,14.6833,59.63,96,100,1.79,AO,overcast clouds
365,Stephenville,32.2207,-98.2023,63.39,55,0,8.05,US,clear sky
366,Port Macquarie,-31.4333,152.9167,85.89,58,48,10.87,AU,scattered clouds
367,Komsomolskiy,40.4272,71.7189,36.82,60,96,6.91,UZ,overcast clouds
368,Meulaboh,4.1363,96.1285,76.93,79,99,2.59,ID,overcast clouds
369,Sambava,-14.2667,50.1667,74.93,82,100,4.99,MG,overcast clouds
370,Dossor,47.5272,52.9811,38.26,88,100,4.21,KZ,overcast clouds
371,Tumalaytay,12.2758,123.232,80.04,78,100,13.24,PH,overcast clouds
372,Oktyabrskoye,43.0645,44.7417,30.34,93,100,4.47,RU,overcast clouds
373,Khatanga,71.9667,102.5,20.73,93,100,14.05,RU,overcast clouds
374,Dandong,40.1292,124.3947,19.08,56,11,4.72,CN,few clouds
375,Vostok,46.4856,135.8833,2.82,90,100,6.82,RU,overcast clouds
376,La Orilla,17.9833,-102.2333,79.99,65,0,8.95,MX,clear sky
377,Diamantino,-14.4086,-56.4461,71.82,97,99,7.43,BR,overcast clouds
378,Marawi,7.9986,124.2928,68.65,83,100,3.47,PH,overcast clouds
379,Zaysan,47.4667,84.8667,0.41,80,7,3.31,KZ,clear sky
380,Krizevci,46.0219,16.5425,42.8,98,60,5.5,HR,broken clouds
381,Bethel,41.3712,-73.414,33.49,71,0,8.05,US,clear sky
382,Huarmey,-10.0681,-78.1522,71.92,84,99,5.61,PE,overcast clouds
383,Naze,28.3667,129.4833,50.92,58,100,16.78,JP,overcast clouds
384,Maymyo,22.0333,96.4667,57.18,34,100,2.91,MM,overcast clouds
385,Bilma,18.6853,12.9164,61.81,18,0,3.98,NE,clear sky
386,Beysehir,37.6773,31.7246,36.86,74,100,2.66,TR,overcast clouds
387,Dickson,36.077,-87.3878,56.32,35,20,8.05,US,few clouds
388,Bartica,6.4,-58.6167,77.32,97,15,2.91,GY,few clouds
389,Champerico,14.3,-91.9167,83.28,64,5,7.54,GT,clear sky
390,Sinnamary,5.3833,-52.95,76.35,91,100,9.8,GF,overcast clouds
391,Verkhnyachka,48.8285,30.0396,35.04,74,55,8.28,UA,broken clouds
392,Slavutych,51.5196,30.7343,35.2,65,100,4.0,UA,overcast clouds
393,Salym,60.0625,71.4789,13.93,89,100,9.84,RU,overcast clouds
394,Benguela,-12.5763,13.4055,79.3,76,100,1.14,AO,light rain
395,Hirara,24.8,125.2833,61.07,63,75,18.41,JP,broken clouds
396,Formosa Do Rio Preto,-11.0483,-45.1931,69.98,96,100,1.72,BR,overcast clouds
397,Namikupa,-10.8333,39.6,71.56,96,100,3.06,TZ,light rain
398,Lobatse,-25.2167,25.6667,65.82,57,24,4.97,BW,few clouds
399,Sergach,55.5308,45.4661,20.7,96,100,8.61,RU,overcast clouds
400,Gamba,-2.65,10.0,78.21,86,100,5.03,GA,moderate rain
401,Flinders,-34.5833,150.8552,84.79,69,99,7.0,AU,overcast clouds
402,Tobolsk,58.2,68.2667,18.52,95,100,11.99,RU,light snow
403,Gobabis,-22.45,18.9667,72.19,62,81,4.97,NA,broken clouds
404,Kuandian,40.7286,124.7847,15.67,63,30,3.67,CN,scattered clouds
405,Muros,42.7762,-9.0603,54.84,95,93,4.45,ES,overcast clouds
406,Xai-Xai,-25.0519,33.6442,73.89,86,3,3.27,MZ,clear sky
407,Palmer,42.1584,-72.3287,30.07,55,0,13.8,US,clear sky
408,Laredo,27.5064,-99.5075,77.0,55,0,8.05,US,clear sky
409,Udachnyy,66.4167,112.4,14.45,92,100,10.38,RU,overcast clouds
410,Tromso,69.6496,18.957,12.22,73,0,3.44,NO,clear sky
411,Olafsvik,64.8945,-23.7142,32.43,78,19,11.54,IS,few clouds
412,Cockburn Town,21.4612,-71.1419,76.96,73,40,11.5,TC,scattered clouds
413,Sumenep,-7.0167,113.8667,79.92,83,100,8.23,ID,light rain
414,Marysville,48.0518,-122.1771,45.41,89,75,4.61,US,broken clouds
415,Matagami,49.7502,-77.6328,17.71,86,100,9.22,CA,light snow
416,Peiting,47.8,10.9333,47.41,57,100,32.21,DE,overcast clouds
417,Atchison,39.563,-95.1216,54.48,50,76,7.85,US,broken clouds
418,Krasnyy Chikoy,50.3643,108.7512,-3.12,98,100,2.33,RU,overcast clouds
419,Benevides,-1.3614,-48.2447,78.6,96,100,2.39,BR,overcast clouds
420,Tubuala,9.5167,-79.0333,80.71,74,8,17.49,PA,clear sky
421,Vao,-22.6667,167.4833,80.01,79,8,8.08,NC,clear sky
422,Burns Lake,54.2331,-125.7533,13.42,85,100,5.88,CA,light snow
423,Giresun,40.5,38.5,18.72,77,100,6.06,TR,overcast clouds
424,Dhankuta,26.9833,87.3333,40.68,64,4,6.6,NP,clear sky
425,Guerrero Negro,27.9769,-114.0611,62.06,56,0,15.3,MX,clear sky
426,Rudbar,30.15,62.6,62.6,26,80,6.64,AF,broken clouds
427,Maxixe,-23.8597,35.3472,74.71,84,2,4.03,MZ,clear sky
428,Tetovo,42.0106,20.9714,44.73,89,95,3.38,MK,overcast clouds
429,Klyuchi,52.2667,79.1667,7.88,79,0,11.1,RU,clear sky
430,Denpasar,-8.65,115.2167,73.06,100,75,8.05,ID,light rain
431,Tres Picos,15.8667,-93.5333,79.86,61,10,7.07,MX,clear sky
432,Catamarca,-28.4696,-65.7852,73.04,62,57,9.8,AR,broken clouds
433,Xining,36.6167,101.7667,14.85,55,100,2.55,CN,overcast clouds
434,Aksarka,66.5606,67.7975,20.88,94,100,13.13,RU,overcast clouds
435,Kieta,-6.2167,155.6333,85.71,70,100,3.47,PG,light rain
436,Bud,39.447,-86.1758,51.78,60,0,10.22,US,clear sky
437,Waitati,-45.75,170.5667,63.81,71,7,12.64,NZ,clear sky
438,Luderitz,-26.6481,15.1594,69.73,57,0,16.49,NA,clear sky
439,Tsumeb,-19.2333,17.7167,69.35,69,9,2.77,NA,clear sky
440,Morehead,37.2711,-87.1764,49.98,51,100,8.72,US,overcast clouds
441,Talnakh,69.4865,88.3972,18.21,94,100,11.72,RU,light snow
442,Esna,25.2934,32.554,55.9,44,8,7.94,EG,clear sky
443,Palana,59.1167,159.9667,-7.56,87,94,14.38,RU,overcast clouds
444,Cayenne,4.9333,-52.3333,75.09,92,75,1.14,GF,moderate rain
445,Woodward,36.4337,-99.3904,58.73,31,0,9.22,US,clear sky
446,Celestun,20.8667,-90.4,76.73,76,14,16.49,MX,few clouds
447,Sao Joao Da Barra,-21.6403,-41.0511,76.46,90,100,12.39,BR,overcast clouds
448,Ulaangom,49.9811,92.0667,-17.81,94,93,2.93,MN,overcast clouds
449,Pogonsili,15.8189,120.2581,82.49,63,90,10.04,PH,overcast clouds
450,Kavieng,-2.5744,150.7967,85.57,70,100,8.68,PG,light rain
451,Padang,-0.9492,100.3543,78.85,72,92,2.95,ID,overcast clouds
452,Yinchuan,38.4681,106.2731,21.87,23,7,3.44,CN,clear sky
453,Necochea,-38.5473,-58.7368,67.03,78,100,11.45,AR,light rain
454,Armidale,-30.5167,151.65,74.8,47,45,4.12,AU,scattered clouds
455,Sola,-13.8833,167.55,82.4,75,28,10.38,VU,scattered clouds
456,Panzhihua,26.5851,101.7128,46.92,78,100,2.68,CN,overcast clouds
457,Puerto Leguizamo,-0.1934,-74.7819,78.67,63,99,0.49,CO,overcast clouds
458,Namibe,-15.1961,12.1522,75.96,81,100,6.64,AO,overcast clouds
459,Facatativa,4.8137,-74.3545,54.95,93,51,3.02,CO,broken clouds
460,Wanning,18.8003,110.3967,58.12,90,100,17.45,CN,overcast clouds
461,Takoradi,4.8845,-1.7554,79.3,88,100,6.98,GH,overcast clouds
462,Ambon,-3.6954,128.1814,82.54,74,40,6.91,ID,light rain
463,Can Tho,10.0333,105.7833,80.58,78,20,10.36,VN,few clouds
464,Maceio,-9.6658,-35.7353,76.44,88,40,11.5,BR,thunderstorm
465,Lohr,49.9936,9.5783,51.91,79,100,24.85,DE,overcast clouds
466,Kontagora,10.3999,5.4695,74.64,13,100,8.28,NG,overcast clouds
467,Doha,25.2867,51.5333,71.58,40,100,18.41,QA,overcast clouds
468,Dunedin,-45.8742,170.5036,63.81,71,6,21.99,NZ,clear sky
469,Shimoda,34.6667,138.95,46.11,46,0,23.55,JP,clear sky
470,Aurillac,44.9167,2.45,43.05,93,100,10.36,FR,overcast clouds
471,Khor,47.8861,134.9464,-0.26,94,100,8.08,RU,overcast clouds
472,Pemangkat,1.1667,108.9667,78.31,81,100,4.34,ID,overcast clouds
473,Nagamangala,12.8156,76.7575,65.79,77,13,2.51,IN,few clouds
474,Algarrobo,10.1869,-74.5753,82.94,59,5,7.2,CO,clear sky
475,Vila Velha,-20.3297,-40.2925,78.75,90,75,8.05,BR,broken clouds
476,Nombre De Dios,23.85,-104.2333,71.15,21,100,11.41,MX,overcast clouds
477,Angouleme,45.65,0.15,52.12,91,100,16.11,FR,mist
478,Gumdag,39.2061,54.5906,50.83,50,100,6.04,TM,overcast clouds
479,Zeya,53.75,127.2667,2.43,70,12,3.62,RU,few clouds
480,Cairns,-16.9167,145.7667,95.29,67,48,6.91,AU,scattered clouds
481,Nalut,30.3333,10.85,59.74,24,71,6.76,LY,broken clouds
482,Sao Borja,-28.6606,-56.0044,70.95,54,100,7.99,BR,light rain
483,Bathsheba,13.2167,-59.5167,77.61,69,20,14.97,BB,few clouds
484,Mecca,21.4267,39.8261,64.13,34,0,8.95,SA,clear sky
485,Abu Samrah,35.3029,37.1841,49.69,82,30,15.82,SY,scattered clouds
486,Awjilah,29.1081,21.2869,59.99,40,79,7.4,LY,broken clouds
487,Calamar,10.2511,-74.9146,78.75,66,6,9.28,CO,clear sky
488,Cabra,37.4725,-4.4421,49.14,83,98,1.63,ES,overcast clouds
489,Whitianga,-36.8333,175.7,73.36,66,15,5.73,NZ,few clouds
490,Mount Gambier,-37.8333,140.7667,61.54,45,100,7.34,AU,overcast clouds
491,Maniitsoq,65.4167,-52.9,-4.68,94,97,8.48,GL,overcast clouds
492,Mayumba,-3.432,10.6554,76.73,88,85,1.97,GA,moderate rain
493,Kidal,18.4411,1.4078,71.01,12,0,10.4,ML,clear sky
494,Port Lincoln,-34.7333,135.8667,62.44,58,90,13.33,AU,overcast clouds
495,Antofagasta,-23.65,-70.4,67.28,82,24,5.68,CL,few clouds
496,Birin,26.8865,88.0718,39.2,61,3,4.97,NP,clear sky
497,Sorong,-0.8833,131.25,77.0,92,100,12.1,ID,overcast clouds
498,Palora,-1.7,-77.9333,67.42,95,100,2.35,EC,overcast clouds
499,Yumen,40.2833,97.2,16.05,63,2,7.09,CN,clear sky
500,Malibu,34.005,-118.8101,63.57,81,100,3.0,US,overcast clouds
501,Hoa Binh,20.8133,105.3383,49.89,87,100,2.44,VN,overcast clouds
502,Hamina,60.5697,27.1979,25.88,99,71,3.65,FI,broken clouds
503,Constitucion,-35.3333,-72.4167,55.71,92,1,9.17,CL,clear sky
504,Kendari,-3.945,122.4989,74.35,95,100,2.37,ID,overcast clouds
505,Tulun,54.5611,100.5792,11.03,98,100,3.09,RU,overcast clouds
506,Upernavik,72.7868,-56.1549,-9.96,100,100,6.55,GL,overcast clouds
507,Sibolga,1.7427,98.7792,79.02,75,100,2.26,ID,overcast clouds
508,Latur,18.4,76.5833,66.7,32,98,7.74,IN,overcast clouds
509,Brumadinho,-20.1433,-44.1997,72.12,97,100,0.98,BR,overcast clouds
510,Yulara,-25.2406,130.9889,82.24,23,6,11.5,AU,clear sky
511,Koryukivka,51.7688,32.2481,31.55,86,53,9.62,UA,broken clouds
512,Harbour Breton,47.4833,-55.7983,30.99,68,14,17.43,CA,few clouds
513,Tutoia,-2.7619,-42.2744,76.98,88,65,8.3,BR,light rain
514,Tual,-5.6667,132.75,81.5,80,100,16.69,ID,overcast clouds
515,Manjacaze,-24.7117,33.8828,71.58,90,0,3.76,MZ,clear sky
516,Vammala,61.3333,22.9,25.5,97,79,4.5,FI,broken clouds
517,Rawson,-43.3002,-65.1023,56.53,67,100,25.05,AR,overcast clouds
518,Tecoanapa,16.5167,-98.75,81.03,69,5,6.62,MX,clear sky
519,Victor Harbor,-35.5667,138.6167,66.72,60,98,1.01,AU,overcast clouds
520,Vestmanna,62.1564,-7.1664,36.52,81,100,31.07,FO,overcast clouds
521,Eirunepe,-6.6603,-69.8736,72.93,99,100,2.35,BR,overcast clouds
522,Nampula,-15.1165,39.2666,71.55,94,40,2.3,MZ,scattered clouds
523,Oksbol,55.6268,8.2876,41.83,91,100,33.31,DK,light rain
524,Lakes Entrance,-37.8811,147.981,65.16,56,99,9.4,AU,overcast clouds
525,Miles City,46.4083,-105.8406,14.97,85,100,21.85,US,fog
526,Samarai,-10.6167,150.6667,85.82,67,99,5.03,PG,overcast clouds
527,Clyde River,70.4692,-68.5914,-18.17,63,0,4.61,CA,clear sky
528,Hofn,64.2539,-15.2082,32.92,69,100,17.72,IS,overcast clouds
529,Quesnel,52.9999,-122.5029,18.1,62,100,17.27,CA,overcast clouds
530,Mayo,38.8876,-76.5119,39.25,68,0,14.97,US,clear sky
531,Aconibe,1.2968,10.9369,68.22,96,100,2.55,GQ,overcast clouds
532,Seminole,28.7086,-81.2081,68.63,78,0,5.75,US,clear sky
533,Siniscola,40.5719,9.6922,53.15,73,25,12.46,IT,scattered clouds
534,Bay City,43.5945,-83.8889,43.57,62,0,13.8,US,clear sky
535,College,64.8569,-147.8028,11.59,69,75,5.75,US,broken clouds
536,Campo Maior,-4.8278,-42.1686,73.17,92,19,1.41,BR,heavy intensity rain
537,Acapulco,16.8634,-99.8901,82.22,74,0,10.36,MX,clear sky
538,Tekeli,44.83,78.8239,21.45,47,0,11.01,KZ,clear sky
539,Priiskovyy,51.9333,116.6333,-11.27,92,100,2.39,RU,overcast clouds
540,Aripuana,-9.1667,-60.6333,70.66,99,60,1.95,BR,broken clouds
541,Yakeshi,49.2833,120.7333,-16.58,99,100,2.86,CN,overcast clouds
542,Ryotsu,38.0833,138.4333,31.96,64,100,31.74,JP,light snow
543,Sakaraha,-22.9,44.5333,71.47,64,0,4.38,MG,clear sky
544,Cantagallo,7.376,-73.9196,77.54,76,23,2.37,CO,few clouds
545,Derzhavinsk,51.1,66.3167,14.7,91,100,11.61,KZ,overcast clouds
546,Port Augusta,-32.5,137.7667,73.71,50,75,15.46,AU,broken clouds
547,Orkney,-26.9802,26.6727,67.03,61,10,1.92,ZA,clear sky
548,Iquitos,-3.7481,-73.2472,78.84,94,75,0.0,PE,broken clouds
549,Ulladulla,-35.35,150.4667,86.77,60,92,11.03,AU,overcast clouds
550,Sakaiminato,35.55,133.2333,37.38,60,75,10.36,JP,broken clouds
551,Riberalta,-10.9833,-66.1,72.39,99,43,2.98,BO,scattered clouds
552,Lubbock,33.6001,-101.8338,64.65,12,20,10.36,US,few clouds
553,Bayji,34.9311,43.487,52.77,74,0,6.11,IQ,clear sky
554,Ust-Tsilma,65.441,52.1498,21.25,98,98,2.95,RU,overcast clouds
555,Solton,52.8429,86.4787,-2.94,100,73,1.05,RU,broken clouds
556,Hirado,33.3597,129.5531,42.39,54,100,13.8,JP,overcast clouds
557,Altay,47.8667,88.1167,12.13,61,0,7.99,CN,clear sky
558,Santona,43.4439,-3.4576,55.08,84,1,13.98,ES,clear sky
559,Alta Floresta,-9.8756,-56.0861,70.32,97,98,1.52,BR,overcast clouds
560,Aktau,43.65,51.2,32.58,58,100,2.84,KZ,overcast clouds
561,Salalah,17.0151,54.0924,69.89,78,20,2.3,OM,few clouds
562,Avera,33.194,-82.5271,54.91,60,6,5.17,US,clear sky
563,Pacifica,37.6138,-122.4869,59.22,80,75,24.16,US,mist
564,Kuito,-12.3833,16.9333,59.14,92,100,2.53,AO,overcast clouds
565,Christchurch,-43.5333,172.6333,68.32,65,0,21.85,NZ,clear sky
566,Williamsport,41.2412,-77.0011,35.82,43,0,14.97,US,clear sky
567,Comodoro Rivadavia,-45.8667,-67.5,53.46,76,40,13.8,AR,scattered clouds
568,Belaya Gora,68.5333,146.4167,-35.12,98,66,1.86,RU,broken clouds
569,Hamilton,39.1834,-84.5333,52.43,50,0,10.36,US,clear sky
570,Toul,48.6667,5.9167,48.49,93,100,33.38,FR,light rain
571,Great Yarmouth,52.6083,1.7305,40.44,71,98,31.9,GB,overcast clouds
572,Marks,51.7111,46.7486,32.32,90,100,6.06,RU,overcast clouds
573,Pecos,31.4229,-103.4932,74.05,8,2,8.05,US,clear sky
574,Aloleng,16.1307,119.7824,81.19,66,100,9.73,PH,overcast clouds
575,Los Llanos De Aridane,28.6585,-17.9182,57.13,63,0,9.22,ES,clear sky
576,Amazar,53.858,120.875,3.52,63,100,8.23,RU,overcast clouds
577,Renukut,24.2,83.0333,55.31,33,0,3.94,IN,clear sky
578,Tucupita,9.0622,-62.051,74.7,77,0,6.04,VE,clear sky
579,Gat,31.61,34.7642,56.39,100,100,5.19,IL,overcast clouds
580,Gijon,43.5357,-5.6615,53.06,91,34,6.38,ES,scattered clouds
581,Halifax,44.6453,-63.5724,25.21,69,20,9.22,CA,few clouds
582,Yar-Sale,66.8333,70.8333,17.06,95,100,14.12,RU,overcast clouds
583,Boke,10.9409,-14.2967,70.39,83,9,4.29,GN,clear sky
584,Ormara,25.2088,64.6357,73.27,63,0,16.06,PK,clear sky
585,Kasungu,-13.0333,33.4833,63.86,95,100,3.42,MW,overcast clouds
586,Iralaya,15.0,-83.2333,78.37,79,11,13.78,HN,few clouds
587,Algeciras,36.1333,-5.4505,58.77,77,75,21.85,ES,broken clouds
588,Mount Darwin,-16.7725,31.5838,64.31,96,85,1.03,ZW,overcast clouds
589,Paamiut,61.994,-49.6678,-5.1,84,61,9.55,GL,broken clouds
590,Urusha,54.05,122.9,0.52,66,100,5.01,RU,overcast clouds
591,Belyy Yar,53.6039,91.3903,-11.31,77,40,2.24,RU,smoke
592,Tezu,27.9167,96.1667,56.1,75,100,2.19,IN,overcast clouds
593,Oktyabrskiy,54.4815,53.471,29.5,92,88,13.47,RU,overcast clouds
594,Khonsa,27.0167,95.5667,47.73,93,100,2.3,IN,overcast clouds
595,Nhulunbuy,-12.2333,136.7667,88.41,62,40,5.75,AU,scattered clouds
596,Manyana,-23.4,21.7167,71.4,53,0,1.79,BW,clear sky
597,Lloydminster,53.2835,-110.0016,-4.32,71,100,3.44,CA,overcast clouds
598,Thunder Bay,48.4001,-89.3168,10.56,63,40,9.22,CA,scattered clouds
599,Half Moon Bay,37.4636,-122.4286,60.03,75,75,24.16,US,haze
600,Quatre Cocos,-20.2078,57.7625,81.09,86,100,27.31,MU,light rain
601,Coquimbo,-29.9533,-71.3436,62.33,88,0,8.05,CL,clear sky
602,Goulburn,-34.75,149.7167,79.59,22,100,9.95,AU,overcast clouds
603,Djambala,-2.5447,14.7533,67.37,77,100,2.04,CG,overcast clouds
604,Mlonggo,-6.5333,110.7,82.29,84,95,8.3,ID,overcast clouds
605,Kaduqli,11.0167,29.7167,67.55,15,35,8.66,SD,scattered clouds
606,Tarut,26.5733,50.0369,69.78,42,100,20.45,SA,overcast clouds
607,Gimli,50.6336,-96.9907,-9.56,58,73,6.91,CA,broken clouds
608,Lawrenceburg,38.0373,-84.8966,53.76,35,0,9.22,US,clear sky
609,Bull Savanna,17.8868,-77.5902,73.33,77,8,5.82,JM,clear sky
610,Gazojak,41.1875,61.4036,45.45,47,0,8.95,TM,clear sky
611,Bentley,53.5333,-1.15,42.06,80,75,21.85,GB,broken clouds
612,Kirensk,57.7853,108.1119,0.32,97,98,5.53,RU,overcast clouds
613,Murgab,37.4966,61.9714,54.48,45,100,9.26,TM,overcast clouds
614,La Baule-Escoublac,47.2922,-2.364,49.95,75,100,18.41,FR,overcast clouds
615,Epernay,49.05,3.95,47.48,72,24,26.02,FR,few clouds
616,Narasannapeta,18.4167,84.05,70.56,78,72,4.88,IN,broken clouds
617,Rodrigues Alves,-7.738,-72.6509,71.49,99,100,1.92,BR,heavy intensity rain
618,Maumere,-8.6199,122.2111,81.01,76,100,1.12,ID,overcast clouds
619,Caravelas,-17.7125,-39.2481,76.51,87,100,4.56,BR,overcast clouds
620,Shingu,33.7333,135.9833,40.19,48,88,14.27,JP,overcast clouds
621,Alberton,46.8168,-64.0654,19.53,77,100,9.93,CA,overcast clouds
622,Ridgecrest,35.6225,-117.6709,67.86,17,0,11.99,US,clear sky
623,Bilibino,68.0546,166.4372,-21.57,97,51,1.3,RU,broken clouds
624,Bodri,23.1667,81.4333,56.26,34,0,5.03,IN,clear sky
625,Tomatlan,19.9333,-105.25,74.75,70,0,3.8,MX,clear sky
626,Rundu,-17.9333,19.7667,71.89,58,95,0.6,NA,overcast clouds
627,Itaituba,-4.2761,-55.9836,73.71,98,100,0.51,BR,overcast clouds
628,Kupang,-10.1667,123.5833,83.12,76,96,0.49,ID,overcast clouds
629,Chumikan,54.7183,135.315,-4.7,78,25,12.26,RU,scattered clouds
630,Tevriz,57.509,72.4042,4.21,92,51,6.06,RU,broken clouds
631,Toba Tek Singh,30.9743,72.4827,54.9,24,0,5.79,PK,clear sky
632,Alugan,12.2188,125.4808,78.78,85,100,13.85,PH,overcast clouds
633,Galle,6.0367,80.217,76.39,85,1,1.77,LK,clear sky
634,General Roca,-39.0333,-67.5833,59.63,66,100,28.45,AR,moderate rain
635,Boa Vista,2.8197,-60.6733,85.98,54,0,10.36,BR,clear sky
636,Hede,33.7681,120.2517,37.71,33,94,9.4,CN,overcast clouds
637,Weligama,5.9667,80.4167,75.4,87,0,1.61,LK,clear sky
638,Dingle,10.9995,122.6711,80.71,74,100,12.95,PH,light rain
639,Bukachacha,52.9833,116.9167,-4.07,81,100,3.78,RU,overcast clouds
640,Poum,-20.2333,164.0167,82.71,72,9,16.33,NC,clear sky
641,Vardo,70.3705,31.1107,27.23,58,100,12.71,NO,overcast clouds
642,Lunenburg,44.3835,-64.3155,25.21,75,32,13.8,CA,scattered clouds
643,Sahuaripa,29.05,-109.2333,71.24,14,1,10.09,MX,clear sky
644,Visnes,59.3556,5.2242,37.29,93,75,6.91,NO,broken clouds
645,Mogadishu,2.0371,45.3438,76.95,84,100,16.69,SO,overcast clouds
646,Itoman,26.1247,127.6694,57.97,64,75,13.8,JP,broken clouds
647,Makokou,0.5738,12.8642,69.62,96,100,0.87,GA,light rain
648,Boulder City,35.9786,-114.8325,69.55,8,0,9.22,US,clear sky
649,Falmouth,50.1544,-5.0711,48.78,61,40,28.77,GB,light rain
650,Pringsewu,-5.3582,104.9744,74.98,89,100,0.94,ID,overcast clouds
651,Mashhad,36.297,59.6062,44.74,70,40,2.33,IR,scattered clouds
652,Eyl,7.9803,49.8164,72.77,80,0,12.12,SO,clear sky
653,Chihuahua,28.5,-106.0,72.43,21,0,20.38,MX,clear sky
654,Strezhevoy,60.7333,77.5889,10.38,91,100,9.15,RU,overcast clouds
